Pre-Prod No.,Date,Weeks Taken (or parts thereof),Age Category,Project Age (Open and Closed),Open or closed,Completion date,Client,Project Description,Category,Raw Code,Works Order,Product Code,Sales Rep,Repeat Job,Machine,Material,Artwork required,Artwork Received,Size of Eyemark,Date Sent on Proof,Proof Approved (Conventional),Proof Approved (Digital),Digital trial sent,Sent on Trial,Trial approved,Revised Artwork After Trialling,"Product Material Colour (tube, jar etc.)",Diameter,Length,Cap_Lid Colour,Cap_Lid Diameter,Cap_Lid Material,Cap_Lid Style,Tube Shoulder colour,Orifice,Other Cap_Lid Info,Comments,Dust Controlled Area,Extrusion requested,Extrusion received,Injection trial requested,Injection trial received,Blowmould trial requested,Blowmould trial received,Masterbatch requested,Masterbatch received,New Mould_ Client or Product,Unit Order No,Order Qty x1000,Ordered Plates,Plates Arrived,Status,Qty_Including Waste,Artwork Order,Due for SAESA,Order,Digital Trial,Foil,Digital Trial No,T1_Date,Retrial T2,Retrial T3,Retrial T4,Retrial T5,Trial Comments
11005,2015/08/31,50,> 12 Weeks,465,Closed,2016/08/12,Aerosol & Cosm.,Sorbet Balancing Hand and NailCream 50ml (ON HOLD (9/9/15),Tube and Cap,,,C35TBAER003F,Rob,,DUBUIT+EXTRU,LDPE,X,,,,,,,,,,Blue 312c,35,100,White,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,118195/4,8600,,,Order (a/w),,,,,,,,,,,,,
11006,2015/08/31,24,> 12 Weeks,429,Closed,2016/02/11,Penpharm SA,Crampease Gel 50g,Tube and Cap,,,C30TBPEN001F,Linda,,DUBUIT,Coex,X,2015/08/27,,2015/09/09,2015/09/09,,,,,,Red 485c,30,115,Red 485c,30,30A (15/30),30A (PP H510_02),Red,4,Foil Seal,,,,,,,,,,,,122708/0,10000,2015/09/09,2015/10/09,Order (a/w),,,,,,,,,,,,,
11007,2015/08/31,9,612 Weeks,57,Closed,2015/10/27,LeSel,Beauty Factory Tissue Oil Hand and Nail Cream 75ml,Tube and Cap,,,C40TBLES026F,Linda,,HK+EXTRUSION,COEX,X,2015/08/31,,2015/09/15,2015/09/10,,,,,,Gold 2310c,40,120,Black,38,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,119638/0,5000,2015/09/15,2015/09/18,Order (a/w),,,,,,,,,,,,,
11008,2015/08/31,6,< 6 Weeks,0,Closed,2015/10/05,KV Art,KV Art Small Ball R/O Cap (BMBLU006),Cap,,,CCAPRKVA002F,Wayne,,INJECTION,,,,,,,,,,,,,,,Blue  BMBLU006,,PP,,,,,,,,,,,,,,,,120130/1,10000,,,Order,,,,,,,,,,,,,
11009,2015/09/01,1,> 12 Weeks,90,Closed,2015/09/04,Ching Ho International,Alto Herbal Cream 50ml (PD in Full),Tube and Cap,,,C35TBCIN001F,Natalie,,DUBUIT,Coex,X,,,,,,,,,,Dk Green 338c,35,90,White,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,,,,,,,,,,,,,119333/0,10000,,,Order (a/w),,,,,,,,,,,,,
11010,2015/09/01,9,> 12 Weeks,292,Closed,2015/10/28,CW Pharmaceuticals,Skin PHD Moisture Maintenance 50ml,Digital Laminate,C35LTCWP000F,W00076127,C35LTCWP000F,Natalie,New,DIGITAL,PBL,X,,8x3,2015/09/28,,2015/09/29,,,x,,White,35,85,White,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,"1st proof send on the 16 September, trial was done but customer requested changes on artwork.",,,,,,,,,,,119521/3,2500,,,Order (a/w),5800,N/C,x,x,x,,1,2015/09/25,,,,,
11011,2015/09/03,177,> 12 Weeks,1414,Closed,2019/01/21,Cipla,Cipla Bottle and Cap Drawing,Tube and Cap,,,,Trevor,,,HDPE,X,,,,,,,,,,White,,,White,,PP,,,,Wad,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
11012,2015/09/03,6,> 12 Weeks,215,Closed,2015/10/10,Zinplex,Zinplex Moisturizer 50mlLabeled,Label,,,C35TBZIN006F,Nicole,,LABEL,Coex,,,,,,,,,,,Blue,35,90,Black,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,114918/1/1,5000,,,Order,,,,,,,,,,,,,
11013,2015/09/03,2,> 12 Weeks,190,Closed,2015/09/15,CT Toiletry Co,Olive and Argon Hand and Nail Cream 75ml,Tube and Cap,,,C40LTWOO014F,Wayne,,HK+EXTRUSION,ABL Silver,X,,,,,,,,,,Silver,40,90,Natural,38,PP,F/T S/O,White,8,Fuji Sleeve,,,,,,,,,,,,114725/2,5000,,,Order (a/w),,,,,,,,,,,,,
11014,2015/09/03,2,> 12 Weeks,190,Closed,2015/09/15,CT Toiletry Co,Vanilla and Brown Sugar Hand and Nail Cream 75ml,Tube and Cap,,,C40LTWOO013F,Wayne,,HK+EXTRUSION,ABL Silver,X,,,,,,,,,,Silver,40,90,Natural,38,PP,F/T S/O,White,8,Fuji Sleeve,,,,,,,,,,,,114724/2,5000,,,Order (a/w),,,,,,,,,,,,,
11015,2015/09/08,33,> 12 Weeks,257,Closed,2016/04/22,Nuberry,Cocktail 1 Lt PET Bottle   1881 Neck Finish  Natural,PET,,,,Nicola,,,PET,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11016,2015/09/09,176,> 12 Weeks,1230,Closed,2019/01/21,,B/B R/O Bottle Modification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
11017,2015/09/09,176,> 12 Weeks,1230,Closed,2019/01/21,,B/B R/O Bottle Modification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
11018,2015/09/09,176,> 12 Weeks,1230,Closed,2019/01/21,Canway,OSH  Cream Oil Coconut 375ml Bottle and cap 482c,Bottle and Cap,,,,Trevor,,INJEC/BLOW,HDPE,,,,,,,,,,,Prl  482c,,,Tnt 482c,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11019,2015/09/09,176,> 12 Weeks,1230,Closed,2019/01/21,Canway,OSH  Cream Oil Coconut 375ml Bottle and cap  9202c,Bottle and Cap,,,D0375BRI025F,Trevor,,INJEC/BLOW,HDPE,,,,,,,,,,,Prl 9202c,,,Tnt 9202c,,PP,,,,,,,,,,,,,,,,123834/0,12000,,,Order,,,,,,,,,,,,,
11020,2015/09/09,176,> 12 Weeks,1230,Closed,2019/01/21,Canway,OSH  Cream Oil Coconut 375ml Bottle and cap  9203c,Bottle and Cap,,,,Trevor,,INJEC/BLOW,HDPE,,,,,,,,,,,Prl 9203c,,,Tnt 9203c,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11021,2015/09/10,51,> 12 Weeks,327,Closed,2016/08/31,Champion Cosmetics,Baby Range  250ml J Range_Prl Blue,Bottle and Cap,,,,Trevor,,INJECTION,PP,,,,,,,,,,,White,,,Prl Blue,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11022,2015/09/10,51,> 12 Weeks,327,Closed,2016/08/31,Champion Cosmetics,Baby Range 500ml J Range Prl Blue,Bottle and Cap,,,,Trevor,,INJECTION,PP,,,,,,,,,,,White,,,Prl Blue,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11023,2015/09/10,7,< 6 Weeks,18,Closed,2015/10/27,Champion Cosmetics,Baby Range  500ml J Range Jar And Lid  Prl Pink,Bottle and Cap,,,CLIDSCHM000F,Trevor,,INJECTION,PP,,,,,,,,,,,White,,,Prl Pink,,PP,,,,,,,,,,,,,,,,120633/0,10000,,,Order,,,,,,,,,,,,,
11024,2015/09/10,51,> 12 Weeks,327,Closed,2016/08/31,Champion Cosmetics,Baby Range 250ml J Range Jar  And Lid  Prl Pink,Bottle and Cap,,,,Trevor,,INJECTION,PP,,,,,,,,,,,White,,,Prl Pink,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11025,2015/09/10,5,< 6 Weeks,0,Closed,2015/10/08,Monteagle,Trigger Bottle PET 750ml Window Cleaner,PET,,,C0750MON003F,Natalie,,,PET,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,119510/0,3200,,,Order,,,,,,,,,,,,,
11026,2015/09/10,51,> 12 Weeks,327,Closed,2016/08/31,Canway,OSH  Cream Oil Coconut 375ml Bottle and cap  Gold,Bottle and Cap,,,,Trevor,,INJEC/BLOW,HDPE,,,,,,,,,,,Prl Gold,,,Tnt Gold,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11027,2015/09/11,59,> 12 Weeks,348,Closed,2016/10/22,Environ Skin Care,Environ B Active Sebuwash Cream 100ml,Tube and Cap,,,C40TBENV035F,Mark K,,HK+EXTRUSION,Coex,X,2015/09/14,,2015/09/22,2015/09/22,,,,,,White,40,130,Grey,38,PP,F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,120027/0,50000,2015/09/22,2015/09/24,Order (a/w),,,,,,,,,,,,,
11028,2015/09/14,2,< 6 Weeks,7,Closed,2015/09/21,LeSel,Justine Carpe Diem B/B R/O Bot & Cap  Green,Bottle and Cap,,,C0050JUS135F,Linda,,INJEC/BLOW,HDPE,X,2015/09/14,,2015/09/17,2015/09/17,,,,,,Green 357c,,,Green 357c,,PP,,,,,,,,,,,,,,,,116382/1,14900,2015/09/17,2015/09/18,Order (a/w),,,,,,,,,,,,,
11029,2015/09/14,46,> 12 Weeks,315,Closed,2016/07/25,LeSel,Tissue Oil Boston Round Bottle  300ml 24/410 neck,PET,,,,Linda,,,PET,,,,,,,,,,,Amber,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11030,2015/09/15,32,> 12 Weeks,220,Closed,2016/04/22,New World Laboratories,New World Hand and Body Cream Brown 75ml,Digital Laminate,C40LTNEW000F,W00082247,C40LTNEW000F,Nicole,New,DIGITAL,PBL,X,,8X3,2015/10/01,,2015/10/06,,,x,,White,40,90,White,38,PP,F/T B/O,White,10,,,,,,,,,,,,,124202/0,5000,,,Order (a/w),19500,EMAIL DD 11/09/15,x,x,x,,1,2015/10/09,,,,,
11031,2015/09/15,42,> 12 Weeks,205,Closed,2016/07/04,New World Laboratories,New World Hand and Body Cream Pink 75ml,Digital Laminate,C40LTNEW001F,W00082243,C40LTNEW001F,Nicole,New,DIGITAL,PBL,X,,8X3,2016/04/22,,2016/04/28,,,x,,White,40,90,White,38,PP,F/T B/O,White,10,,1st of proof send on the 1/10/2016. new proof to be made due to artwork not having 5mm no print area at the bottom,,,,,,,,,,,124203/0,5000,,,Order (a/w),6300,EMAIL DD 11/09/15,x,x,x,,2,2015/10/09,2016/05/05,,,,
11032,2015/09/15,51,> 12 Weeks,351,Closed,2016/08/31,Canway,OSH R/O Cap  Prl Pink (ITW10949),Cap,,,CCAPRBRI004F,Trevor,,INJECTION,,,,,,,,,,,,,,,Prl Pink,,PP,,,,,,,,,,,,,,,,121253/0,12000,,,Order,,,,,,,,,,,,,
11033,2015/09/16,1,< 6 Weeks,2,Closed,2015/09/18,Zinplex,Zinplex Moisturizer 50mlLabeled (New Blue Backing on Label),Label,,,C35TBZIN008F,Nicole,,LABEL,Coex,X,,,,,,,,,,Blue,35,90,Black,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,118865/3,5000,,,Order (a/w),,,,,,,,,,,,,
11034,2015/09/16,1,< 6 Weeks,2,Closed,2015/09/18,Zinplex,Zinplex Face Scrub and Mask  50ml ( New Blue Backing on Label),Label,,,C35TBZIN007F,Nicole,,LABEL,Coex,X,,,,,,,,,,Blue,35,90,Black,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,118862/1,5000,,,Order (a/w),,,,,,,,,,,,,
11035,2015/09/16,4,< 6 Weeks,0,Closed,2015/10/08,Rightskin,Brightening AntiAge 40ml,Tube and Cap,,,C30TBRIG000F,Linda,,HK+EXTRUSION,LDPE,X,2015/09/22,,2015/10/05,2015/10/02,,,,,,White,30,90,White,30,30A (15/30),30A (PP H510_02),White,4,Foil Seal,,,,,,,,,,,,120493/0,5000,2015/10/05,2015/10/06,Order (a/w),,,,,,,,,,,,,
11036,2015/09/17,4,< 6 Weeks,0,Closed,2015/10/08,Arch Water,HTH Wier Dispenser Inner White HDPE,Other,,,JCONTARC041F,Mark K,,INJECTION,HDPE,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,119752/0,2000,,,Order,,,,,,,,,,,,,
11037,2015/09/17,175,> 12 Weeks,1222,Closed,2019/01/21,Arch Water,HTH Wier Dispenser Outter White HDPE,Other,,,JCONTARC042F,Mark Smith,,INJECTION,HDPE,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,119753/0,2000,,,Order,,,,,,,,,,,,,
11038,2015/09/21,175,> 12 Weeks,1218,Closed,2019/01/21,Cape Chamonix,500ml Still  WW For Chamonix  Labelled,PET,,,,Bernd,,,PET,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11039,2015/09/21,31,> 12 Weeks,214,Closed,2016/04/22,Quintessance,Tube 75ml,Digital Laminate,,,,,,DIGITAL,,,,,,,,,,,,Silver,35,,No cap,,,,White,4,,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
11040,2015/09/21,3,< 6 Weeks,0,Closed,2015/10/07,Serendipity,Relaxer 250ml Lid PP Black,Lid and Jar,,,CLIDSSTD058F,Linda,,INJECTION,PP,,,,,,,,,,,,,,Black,,PP,,,,,,,,,,,,,,,,119943/0,12000,,,Order,,,,,,,,,,,,,
11041,2015/09/21,45,> 12 Weeks,310,Closed,2016/07/27,Unilever,TCB Naturals Shampoo 750ml Gold,Bottle,,,,Trevor,,BLOWMOULD,HDPE,,,,,,,,,,,Gold,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11042,2015/09/22,63,> 12 Weeks,435,Closed,2016/11/30,Spanjaard,Copper Compound 100g,Tube and Cap,,,C35LTSPA007F,Natalie,,HK+EXTRUSION,ABL,X,,,,,,,,,,White,35,140,White,35,35A (PP H510_02),35A (15/35),White,6,Foil Seal,,,,,,,,,,,,121435/0,20400,,,Order (a/w),,,,,,,,,,,,,
11043,2015/09/22,6,< 6 Weeks,37,Closed,2015/10/29,Rightskin,Rightskin Moisturising Body Lotion 200ml,Tube and Cap,,,C50TBRIG000F,Linda,,HK+EXTRUSION,LDPE,X,2015/09/22,,2015/10/05,2015/10/02,,,,,,White,50,160,White,48,PP,F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,120725/0,5000,2015/10/05,2015/10/06,Order (a/w),,,,,,,,,,,,,
11044,2015/09/22,10,612 Weeks,65,Closed,2015/11/26,Prime Products,Annique Delight Lux Perf H/Crm 50ml,Digital Laminate,C35LTPRI001F,W00075314,C35LTPRI001F,Linda,New,DIGITAL,PBL,X,,8X3,2015/10/07,,2015/10/08,,,x,,White,35,105,Pink,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,119995/4,5100,,,Order (a/w),3500,304951 304951,x,x,x,,1,2015/10/09,,,,,
11045,2015/09/22,44,> 12 Weeks,307,Closed,2016/07/25,LeSel,TCB JAR 150ml  Gold,Jar,,,,Linda,,INJECTION,PP,,,,,,,,,,,Gold,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11046,2015/09/22,44,> 12 Weeks,307,Closed,2016/07/25,LeSel,TCB LID 150ml  Gold,Lid,,,,Linda,,INJECTION,,,,,,,,,,,,,,,Gold,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11047,2015/09/22,46,> 12 Weeks,199,Closed,2016/08/04,Tiger (Filler Prime),Camphor lid Dome lLid Flat,Lid,,,,Mark K,,INJECTION,,,,,,,,,,,,,,,Green,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11048,2015/09/22,46,> 12 Weeks,199,Closed,2016/08/04,Tiger (Filler Prime),Camphor lid Dome lid 250/450ml Flat,Lid,,,,Mark K,,INJECTION,,,,,,,,,,,,,,,Green,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11049,2015/09/22,10,612 Weeks,65,Closed,2015/11/26,Prime Products,Annique Be Amazing Lux Perf H/Cream 50ml,Digital Laminate,C35LTPRI000F,W00075309,C35LTPRI000F,Linda,New,DIGITAL,PBL,X,,8X3,2015/10/07,,2015/10/08,,,x,,White,35,105,Gold 872c,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,119998/0,2600,,,Order (a/w),3700,304951 304951,x,x,x,,1,2015/10/09,,,,,
11050,2015/09/22,47,> 12 Weeks,443,Closed,2016/08/12,Cape Kingdom,Swiss Petaloid 1881 500ml  Buchu Labelled,PET,,,,Rob,,,PET,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11051,2015/09/22,44,> 12 Weeks,307,Closed,2016/07/25,Justine,Justine Skin Management For Men 50ml,Tube and Cap,,,,Linda,,DUBUIT,Coex,X,,,,,,,,,,Prl Dark Grey 446c,35,90,Prl Dark Grey 446c,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
11052,2015/09/22,44,> 12 Weeks,307,Closed,2016/07/25,Justine,Justine Skin Management For Men 150ml,Tube and Cap,,,,Linda,,DUBUIT,Coex,X,,,,,,,,,,Prl Dark Grey 446c,50,120,Prl Dark Grey 446c,48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
11053,2015/09/23,6,< 6 Weeks,0,Closed,2015/11/03,Reitzer Pharm.,Camp & Outdoor Anti Mozzie Cream 200ml,Tube and Cap,,,C50TBREI004F,Trevor,,HK+EXTRUSION,LDPE,X,2015/09/22,,2015/10/05,2015/10/02,,,,,,Cream,50,160,Tnt Cream,50,PP,B,Cream,4,Foil Seal,,,,,,,,,,,,119942/0,5000,2015/10/05,2015/10/06,Order (a/w),,,,,,,,,,,,,
11054,2015/09/23,44,> 12 Weeks,306,Closed,2016/07/25,LeSel,KY Gel 50ml,Digital Laminate,C25LTREI000F,W00076249,C25LTREI000F,Linda,New,DIGITAL,ABL,X,,8X3,2015/10/12,,2015/10/15,,,x,,White,25,135,White,25,25A (PP H510_02),25A (11/25),White,6,,,,,,,,,,,,,120542/0,20000,,,Order (a/w),4700,15122727,x,x,x,,1,2015/10/19,,,,,
11055,2015/09/23,42,> 12 Weeks,288,Closed,2016/07/07,Genop Healthcare,Epimax Baby & Junior Lotion Bottle 500ml,Bottle,,,C0500GEN001F,Chris,,K9+BLOW,HDPE,X,2015/09/23,,2015/10/12,2015/10/11,,,,,,White,,,,,,,,,,,,,,,,,,,,,120560/0,14200,2015/10/12,2015/10/14,Order (a/w),,,,,,,,,,,,,
11056,2015/09/23,11,< 6 Weeks,0,Closed,2015/12/08,Genop Healthcare,Epimax Bath Lotion Bottle 250ml,Bottle,,,,Chris,,K9+BLOW,HDPE,X,2015/09/23,,2015/10/12,2015/10/11,,,,,,White,,,White,,PP,,,,,,,,,,,,,,,,121010/1,10000,2015/10/12,2015/10/14,Order (a/w),,,,,,,,,,,,,
11057,2015/09/23,9,612 Weeks,61,Closed,2015/11/23,Genop Healthcare,Epimax BAby JNR Bath Lot Bottle 250ml,Bottle,,,C0250GEN000F,Chris,,K9+BLOW,HDPE,X,2015/09/23,,2015/10/12,2015/10/11,,,,,,White,,,White,,PP,,,,,,,,,,,,,,,,121009/1,10000,2015/10/12,2015/10/14,Order (a/w),,,,,,,,,,,,,
11058,2015/09/28,174,> 12 Weeks,1211,Closed,2019/01/21,Elvin Group,48ml Concentrate Bottle (mould),PET,,,,Bernd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11059,2015/09/28,41,> 12 Weeks,192,Closed,2016/07/04,Whet Personal Products,Water Base Personal Lube Plain 50ml,Digital Laminate,,,C35LTWHT003F,Wayne,,DIGITAL,PBL,,,,,,,,,,,White,35,90,White,35,35A (PP H510_02),35A (15/35),White,4,,,,,,,,,,,,,119718/4,6000,,,Order (a/w),,,,,,,,,,,,,
11060,2015/09/28,41,> 12 Weeks,192,Closed,2016/07/04,Whet Personal Products,W/Base Personal Lube Berry 50ml,Digital Laminate,,,C35LTWHT002F,Wayne,,DIGITAL,PBL,,,,,,,,,,,White,35,90,White,35,35A (PP H510_02),35A (15/35),White,4,,,,,,,,,,,,,119719/4,6000,,,Order (a/w),,,,,,,,,,,,,
11061,2015/09/28,8,612 Weeks,51,Closed,2015/11/18,Dermasure,Dermasure Zone Night Cream 50ml,Digital Laminate,C40LTDER001F,W0075343,C40LTDER001F,Rob,New,DIGITAL,PBL,X,,5X3,2015/10/07,,2015/10/08,,,x,,White,40,100,White,38,PP,F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,120014/0,2500,,,Order (a/w),3200,Smiley 30.09.15,x,x,x,,1,2015/10/09,,,,,
11062,2015/09/29,2,< 6 Weeks,0,Closed,2015/10/08,Datlabs,Camphacare Original 500ml Jar,Jar,,,,Rob,,DUBUIT,HDPE,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11063,2015/09/29,2,< 6 Weeks,0,Closed,2015/10/08,Datlabs,Camphacare Herbal 500ml Jar,Jar,,,,Rob,,DUBUIT,,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11064,2015/09/29,8,612 Weeks,50,Closed,2015/11/18,Olgani,Herbal Refreshing Toothpaste 75ml T&C F/Seal,Digital Laminate,C35LTOLG003F,W00075348,C35LTOLG003F,Rob,New,DIGITAL,ABL,X,,7X4,2015/10/08,,2015/10/19,,,x,,White,35,140,White,35,35A (PP H510_02),35A (15/35),White,4,Foil Seal,,,,,,,,,,,,120036/0,5000,,,Order (a/w),5800,Olga 30.09.15,x,x,x,,1,2015/11/13,,,,,
11065,2015/09/29,49,> 12 Weeks,337,Closed,2016/08/31,Canway,Canway Handbag Mini Hand Cream 25ml,Digital Laminate,Cancelled,Cancelled,Cancelled,Trevor,Cancelled,DIGITAL,PBL,,,,,,,,,Cancelled,,White,25,90,Lilac,25,25A (PP H510_02),25A (11/25),White,4,,,,,,,,,,,,,,3200000,,,No order (a/w),3200,,,x,Cancelled,,Cancelled,,,,,,
11066,2015/09/30,1,< 6 Weeks,0,Closed,2015/10/06,Charlotte Rhys,Tube 22x070/2 Coex White Unlacq Unptd  22A Black  Foil Seal,Tube and Cap,,,C22TBSTD015F,Wayne,,EXTRUSION,COEX,,,,,,,,,,,White,22,70,Black,22,22A (PP H510_02),22A S/O (11/22),White,2,Foil Seal,,,,,,,,,,,,120038/1,5000,,,Order (a/w),,,,,,,,,,,,,
11067,2015/10/02,7,> 12 Weeks,281,Closed,2015/11/18,Health and Hygiene,F10 SA Germicidal B/Oint Insect 25g,Tube and Cap,,,C30TBHAH003F,Natalie,,HK+EXTRUSION,LDPE,X,2015/10/02,,2015/10/23,2015/10/22,,,,,,White,30,80,White,30,30A (15/30),30A (PP H510_02),White,4,Foil Seal,,,,,,,,,,,,120195/0,5000,2015/10/23,2015/10/29,Order (a/w),,,,,,,,,,,,,
11068,2015/10/02,6,> 12 Weeks,243,Closed,2015/11/10,RW Gericke,Luxury Body Wash 200ml T&C  Silver Embossing,Tube and Cap,,,C50TBRGP002F,Rob,,HK+EXTRUSION,COEX,X,,,2015/10/15,2015/10/15,,,,,,Silver,50,175,Black,48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,120122/1,20000,2015/10/15,,Order (a/w),,,,,,,,,,,,,
11069,2015/10/05,87,> 12 Weeks,638,Closed,2017/06/02,Zinplex,Zinplex Green Tube Colour Chip,Tube and Cap,,,,Nicole,,LABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11070,2015/10/05,,> 12 Weeks,0,Closed,x,New World Laboratories,New World Para B/Ball R/O Cap,Cap,,,CCAPRNEW005F,Nicole,,INJECTION,,,,,,,,,,,,,,,42289,,PP,,,,,,,,,,,,,,,,120714/0,20000,,,Order,,,,,,,,,,,,,
11071,2015/10/05,45,> 12 Weeks,578,Closed,2016/08/12,Quintessance,Quintessance Laminate 75ml,Digital Laminate,C35LTQUI000F,W00075344,C35LTQUI000F,Rob,New,DIGITAL,ABL Silver,X,,8X3,2015/09/10,,2015/10/19,,,x,,Silver,35,120,,,,0,White,4,Foil Seal,,,,,,,,,,,,120183/0,2500,,,Order (a/w),3300,COD,x,x,x,,1,2015/11/13,,,,,
11072,2015/10/06,1,612 Weeks,61,Closed,2015/10/08,Amka Products,Mousson  Peach Blossom 2Lt Bottle Label,Bottle,,,J2000AMK000F,Chris,,JHB,PET,X,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,120200/0,50000,,,Order (a/w),,,,,,,,,,,,,
11073,2015/10/06,29,> 12 Weeks,317,Closed,2016/04/22,Amka Products,Mousson  Romantic Rose 2Lt Bottle Label,Bottle,,,J2000AMK003F,Chris,,JHB,PET,X,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,120201/1,35000,,,Order (a/w),,,,,,,,,,,,,
11074,2015/10/06,40,> 12 Weeks,393,Closed,2016/07/07,Amka Products,MOUSSON  Midnight Magic 2Lt Bottle Label,Bottle,,,,Chris,,JHB,PET,X,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
11075,2015/10/06,40,> 12 Weeks,393,Closed,2016/07/07,Amka Products,Mousson  Pine Essence 2Lt Bottle Label,Bottle,,,,Chris,,JHB,PET,X,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
11076,2015/10/06,1,612 Weeks,61,Closed,2015/10/08,Chet Chemicals,Tissue Oil 100ml Std Round White Pet,Bottle,,,C0100STD202F,Mark K,,,PET,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,120199/0,10000,,,Order,,,,,,,,,,,,,
11077,2015/10/07,77,> 12 Weeks,621,Closed,2017/03/22,Foodcorp,38mm Blue Oval Pilfer Proof B/O F/T Cap,Cap,,,CCAPSFOO000F,Natalie,,INJECTION,,,,,,,,,,,,,,,Blue,,PP,,,,,,,,,,,,,,,,122195/0,292500,,,Order,,,,,,,,,,,,,
11078,2015/10/08,45,> 12 Weeks,486,Closed,2016/08/12,Scent Pack,Olive Body Butter 250ml Lid  Mint Green,Cap,,,,Rob,,INJECTION,,,,,,,,,,,,,,,Olive,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
11079,2015/10/08,45,> 12 Weeks,486,Closed,2016/08/12,Scent Pack,Olive Body Butter 250ml Lid  Purple,Cap,,,,Rob,,INJECTION,,,,,,,,,,,,,,,Purple,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
